,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
47064,35577620,Large Crownheights Apartment Sublet,21400616,LeKethia,Brooklyn,Crown Heights,40.67718,-73.93524000000001,Entire home/apt,67,1,0,,,2,300
47066,35577716,Cozy & Super Clean 2 Bedrooms Private,83132880,Alyandry,Queens,Maspeth,40.73877,-73.8946,Private room,129,2,0,,,4,316
47070,35578345,CLEAN CHIC CHELSEA NYC,146603340,Maria & Tom,Manhattan,Chelsea,40.74783,-73.99978,Entire home/apt,213,1,1,2019-07-08,1.0,1,336
47072,35578616,Bayridge Brooklyn NYC!Beautiful Space,258880426,Kheira,Brooklyn,Bay Ridge,40.63646,-74.02396,Private room,65,3,0,,,1,327
47077,35579504,Sunny 4 br 2 bath duplex in the heart of Manhattan,267698769,Chase,Manhattan,Midtown,40.74512,-73.98212,Entire home/apt,395,1,4,2019-06-29,4.0,1,296
47079,35580305,Beautiful studio loft on Wall St for 4,267702003,Tracie,Manhattan,Financial District,40.70517,-74.00907,Entire home/apt,215,1,4,2019-06-23,4.0,1,246
47090,35584234,Your PRIME 2 Bedroom Apartment in best Area LES,267739313,Tim,Manhattan,Lower East Side,40.72056,-73.98894,Entire home/apt,210,7,1,2019-06-22,1.0,1,306
47091,35584546,Downtown Bronx Studio 15 min ride to Manhattan,267744284,Andre,Bronx,Melrose,40.822309999999995,-73.91696,Entire home/apt,69,7,0,,,1,254
47092,35590205,Beautiful apartment in the heart of Harlem,208570396,Mamadou,Manhattan,East Harlem,40.808370000000004,-73.93937,Entire home/apt,120,5,4,2019-07-06,4.0,1,285
47096,35596905,CONEY ISLAND BEACH close to Manhattan New York,29622548,Solvita,Brooklyn,Coney Island,40.58101,-73.98514,Entire home/apt,149,6,0,,,1,297
47112,35600877,7MinutesSubway.Maimonides&IndustryCityRoom,163625145,Steven,Brooklyn,Borough Park,40.64468,-73.99025999999999,Private room,46,2,2,2019-06-23,2.0,3,180
47113,35601251,7minutesToSubway.NearMaimonidesSmallRoom,163625145,Steven,Brooklyn,Borough Park,40.64405,-73.99125,Private room,38,2,0,,,3,171
47116,35601668,Modern Sunny Studio in Lower East Side,136438670,Ken,Manhattan,East Village,40.723040000000005,-73.98371999999999,Entire home/apt,159,1,5,2019-06-28,5.0,1,170
47117,35602964,"Cozy/Comfortable/Clean, 3 Bedroom/2 Bathroom",267849738,Oriana,Manhattan,Kips Bay,40.74293,-73.97923,Entire home/apt,600,2,0,,,1,267
47121,35603798,Effortlessly Tasteful 1BR in Prime East Village,263049454,Conor & Rose,Manhattan,East Village,40.7294,-73.98664000000001,Entire home/apt,290,1,0,,,1,355
47122,35603885,AMAZING 2 BEDROOM SPTEPS FROM SUBWAY,230403448,Francisco,Brooklyn,Williamsburg,40.71006,-73.95716,Entire home/apt,180,2,0,,,1,260
47125,35604447,Empire State Studio Apt,267860635,Jey,Manhattan,Midtown,40.74307,-73.98385999999999,Entire home/apt,170,1,3,2019-06-23,3.0,1,270
47130,35606165,Luggage storage only No Beds Available.,267872829,Sonya,Brooklyn,Fort Hamilton,40.618190000000006,-74.03296,Shared room,20,1,1,2019-06-27,1.0,1,353
47134,35606565,STUDIO LOFT WITH GARDEN CENTER OF WILLIAMSBURG,130030703,Margarita,Brooklyn,Williamsburg,40.714209999999994,-73.96259,Entire home/apt,220,2,0,,,1,244
47136,35607523,"Bright, Spacious & Charming 1-bed Brownstone Apt",6768659,Leonie,Brooklyn,Park Slope,40.666779999999996,-73.97709,Entire home/apt,170,4,0,,,1,199
47139,35607893,BRAND NEW APT CLOSE TO SUBWAY WILLIAMSBURG,223917190,Annette,Brooklyn,Williamsburg,40.70779,-73.96254,Entire home/apt,161,2,2,2019-07-05,2.0,1,288
47143,35608108,"BEST LOCATION IN WILLIAMSBURG, CLOSE TO SUBWAY",75395247,Ramiro,Brooklyn,Williamsburg,40.71243,-73.9604,Entire home/apt,160,2,3,2019-07-01,3.0,1,309
47147,35608677,"BRAND NEW , STEPS FROM SUBWAY, 5 MIN TO MANHATTAN",25970549,Ramiro,Brooklyn,Williamsburg,40.70769,-73.96257,Entire home/apt,150,2,0,,,1,235
47156,35611637,Beautiful big room. Women only,267912902,Shira,Brooklyn,Borough Park,40.62317,-73.98873,Private room,39,3,0,,,2,179
47159,35612963,"Bright  Spacious CrashPad  , NextDoor To Subway",21261408,Jay,Brooklyn,Clinton Hill,40.689809999999994,-73.9604,Shared room,37,1,4,2019-06-29,4.0,6,344
47160,35612982,Luggage drop off ONLY! Close to LGA & JFK,108512889,Syed,Queens,Sunnyside,40.739540000000005,-73.92095,Shared room,12,1,0,,,1,359
47161,35613002,Manhattan ☯ Brooklyn | Best of Both❤️,267680159,Alex,Manhattan,Lower East Side,40.71261,-73.98857,Entire home/apt,300,1,8,2019-06-30,8.0,1,213
47164,35613598,nice room in bedstuy E,6885157,Randy,Brooklyn,Bedford-Stuyvesant,40.683820000000004,-73.95022,Private room,45,1,3,2019-07-04,3.0,15,188
47165,35613707,Cozy One BR near Manhattan!- 15min to Time Square.,267928032,Chhong,Queens,Flushing,40.72899,-73.79578000000001,Entire home/apt,119,1,0,,,1,179
47167,35614263,"Luxury, Cozy & Modern apartment in Brooklyn",193961455,Gerald,Brooklyn,Williamsburg,40.7191,-73.94494,Entire home/apt,190,1,7,2019-07-06,7.0,1,210
47171,35614888,"Beautiful  peacefull 
Calm",267938006,Francoise X,Bronx,Concourse Village,40.82759,-73.92081,Private room,65,1,2,2019-06-23,2.0,1,364
47173,35615611,Recording Studio,267940629,Kettly,Brooklyn,Flatlands,40.61994,-73.93966999999999,Private room,60,1,0,,,1,365
47177,35616292,Nice house 35 min subway to manhattan,257879526,Israel,Brooklyn,East Flatbush,40.65982,-73.93468,Private room,54,2,0,,,2,336
47178,35616402,Cozy room for NYC summer rental,152132335,Ursula,Queens,Woodside,40.741640000000004,-73.90289,Private room,100,5,0,,,1,197
47182,35616793,"CozySuite near F Train & LIRR
Min 2 guests",153141476,Franz,Queens,Briarwood,40.70762,-73.81453,Entire home/apt,78,1,5,2019-07-06,5.0,3,326
47185,35617353,Lovely Stylish Trendy Studio,267937666,Russell,Manhattan,Hell's Kitchen,40.762859999999996,-73.99113,Entire home/apt,129,1,4,2019-07-05,4.0,1,186
47186,35617505,Walking to Central Park!!! Private bedroom!!,130617332,Haley,Manhattan,Harlem,40.81173,-73.94213,Private room,80,3,0,,,3,170
47187,35617875,The New York House,125170095,João,Queens,Astoria,40.76408,-73.91979,Private room,85,3,1,2019-06-24,1.0,1,341
47190,35618798,Private room!,175276860,Hae Li,Queens,Jamaica Hills,40.71512,-73.79391,Private room,100,3,0,,,1,179
47191,35618939,NYC private room super clean and cozy,83132880,Alyandry,Queens,Maspeth,40.73953,-73.89499,Private room,56,1,0,,,4,304
47192,35619073,"Ferry to Manhattan, private, newly renovated",256966373,Amir,Staten Island,St. George,40.64332,-74.07812,Entire home/apt,100,3,1,2019-06-20,1.0,1,201
47193,35619385,2 bd 2 bath Penthouse Apartment Manhattan,32159799,Chike,Manhattan,East Harlem,40.80144,-73.94463,Private room,180,2,3,2019-07-05,3.0,1,327
47194,35619415,Gorgeous Central Park Sanctuary,267980502,Yinelda,Manhattan,Upper West Side,40.78544,-73.97062,Entire home/apt,150,4,0,,,1,317
47196,35619784,Patty Home,267951770,Patricia,Queens,Ozone Park,40.68761,-73.84241,Entire home/apt,100,1,0,,,1,189
47197,35620506,Private room Shared Kitchen and Bath #1,28891151,Kimesha,Brooklyn,East New York,40.66772,-73.88813,Private room,75,2,2,2019-07-06,2.0,4,349
47200,35633408,Impeccable Private one&half bedroom and full bath,83132880,Alyandry,Queens,Maspeth,40.73859,-73.89534,Private room,49,2,0,,,4,307
47203,35634704,WOODSIDE COMFORTABLE ROOM 15 MINUTES FROM THE CITY,266792224,Alex,Queens,Woodside,40.748329999999996,-73.90827,Private room,90,2,1,2019-07-01,1.0,1,365
47206,35635841,A Very Special Apt - Lots of Light and Space,267989178,Seza,Manhattan,Kips Bay,40.743179999999995,-73.97916,Entire home/apt,800,2,0,,,1,254
47211,35640448,"3 bedroom beautiful, cozy apt close to Times Sq.",267989700,Nusrat,Queens,Sunnyside,40.74174,-73.90817,Entire home/apt,179,1,1,2019-06-22,1.0,1,321
47217,35642823,"Quiet home, near Columbia Presbyterian & trains!",268137256,Germania,Manhattan,Washington Heights,40.8433,-73.93616,Private room,35,2,1,2019-06-30,1.0,1,359
47220,35643807,Harlem 1 bedroom Private Room - Modern,181673933,Andres,Manhattan,Harlem,40.800329999999995,-73.95382,Private room,100,1,0,,,1,341
47223,35644795,Bed in a shared dormitory next to Brooklyn bridge,11182145,Kateryna,Brooklyn,Fort Greene,40.69334,-73.98179,Shared room,50,1,0,,,1,347
47226,35646056,Gorgeous East Village 2BR / 2BA & Patio,268162851,Sam,Manhattan,East Village,40.73035,-73.9845,Entire home/apt,295,5,0,,,1,268
47228,35646392,Luxury Junior Suite - Manhattan Club Near Park,16830841,Mara,Manhattan,Midtown,40.763909999999996,-73.98028000000001,Private room,358,1,0,,,5,349
47230,35646539,Manhattan Club Luxury Junior Suite - Best Location,16830841,Mara,Manhattan,Midtown,40.76553,-73.98148,Private room,358,1,0,,,5,353
47231,35646737,"Private Cabins @ Chelsea, Manhattan",117365574,Maria,Manhattan,Chelsea,40.74946,-73.99627,Private room,85,1,1,2019-06-22,1.0,5,261
47233,35647681,Fabulous 1-bedroom apartment in Clinton Hill,268173853,Kim,Brooklyn,Clinton Hill,40.6853,-73.96661999999999,Entire home/apt,100,5,1,2019-06-29,1.0,1,243
47234,35647761,Charming 2 Bedroom (Converted) Loft -Wall St for 5,267818779,Jonathan,Manhattan,Financial District,40.70567,-74.00565999999999,Entire home/apt,265,1,2,2019-06-24,2.0,1,246
47236,35648056,High Ceiling 5 BEDS up to 10 people in Times Sq.!,11066012,Mike And Narimá,Manhattan,Hell's Kitchen,40.76164,-73.99218,Entire home/apt,417,3,1,2019-07-01,1.0,1,219
47237,35648435,Suzy ville,244116720,Carsandra,Bronx,Throgs Neck,40.82754,-73.82124,Private room,65,1,1,2019-06-18,1.0,1,365
47242,35651982,Modern Manhattan Apartment,72015429,Julian,Manhattan,Inwood,40.86114,-73.92716999999999,Private room,59,1,0,,,1,357
47243,35652031,Comfortable private bedroom in Apartment,13830544,Renee,Brooklyn,Bedford-Stuyvesant,40.695240000000005,-73.93234,Private room,54,4,2,2019-06-24,2.0,3,330
47246,35653330,Heart of Bushwick home,20514946,Jennifer,Brooklyn,Bushwick,40.700559999999996,-73.92161999999999,Entire home/apt,230,2,2,2019-06-24,2.0,1,274
47254,35656689,Jackson Heights stay near everything,133130957,Meya,Queens,Elmhurst,40.745090000000005,-73.88492,Entire home/apt,120,1,1,2019-06-25,1.0,1,331
47255,35657486,AMAZING APARTMENT BROWNSTONE CONFI AND BIG!,86724810,Antia,Brooklyn,Bedford-Stuyvesant,40.69252,-73.93786999999999,Entire home/apt,200,1,1,2019-06-21,1.0,1,344
47256,35657662,"GREAT APARTMENT, VERY COMFORTABLE, 5 mins to SOHO!",135127305,M. Alejandro,Manhattan,Chinatown,40.71821,-73.99506,Entire home/apt,200,1,0,,,1,312
47257,35658004,"CHARM APT IN LOWER EAST SIDE, WALKING EVERYWHERE",7768807,Antina,Manhattan,Lower East Side,40.7195,-73.98558,Entire home/apt,200,1,1,2019-07-01,1.0,1,270
47258,35658458,"GREAT LOFT STYLE APT, HEART OF LOWER EAST SIDE",11608565,Matt,Manhattan,Lower East Side,40.71694,-73.98218,Entire home/apt,200,3,0,,,1,270
47259,35658677,Manhattan Lux ♔,268266826,Max,Manhattan,Hell's Kitchen,40.76413,-73.99466,Entire home/apt,450,1,1,2019-06-26,1.0,1,337
47264,35665927,AMAZING MANHATTAN SKYLINE VIEW,13813923,Maria,Queens,Long Island City,40.743829999999996,-73.95100000000001,Private room,55,1,2,2019-06-28,2.0,2,293
47271,35669735,Charming Stylish Apartment in Soho/Nolita,130906690,Nadiel,Manhattan,Nolita,40.72098,-73.9972,Entire home/apt,225,4,1,2019-07-03,1.0,1,225
47276,35671794,My comfy room,263994272,Morales,Brooklyn,Bedford-Stuyvesant,40.6871,-73.94651,Private room,100,1,0,,,3,178
47277,35671998,Spectacular Apartment in the Heart of NYC,261295185,Laila,Queens,Jamaica Estates,40.71213,-73.78778,Entire home/apt,219,2,0,,,1,359
47278,35672353,Room in Luxury Building by Yankee Stadium.,289271,Damian,Bronx,Highbridge,40.83351,-73.93033,Private room,65,2,0,,,1,296
47279,35672714,perfect location to experience the Big Apple,38580398,Lisa,Queens,South Ozone Park,40.6765,-73.81947,Entire home/apt,150,3,3,2019-07-06,3.0,1,327
47282,35673061,Luxury Central Park Apartment,268352337,Logan,Manhattan,Hell's Kitchen,40.763740000000006,-73.98844,Entire home/apt,450,1,1,2019-06-27,1.0,2,360
47284,35675069,Newly Renovated Apartment (47 Buffalo 1F Room #2),268358454,Devin,Brooklyn,Bedford-Stuyvesant,40.67825,-73.92345999999999,Private room,60,1,0,,,1,171
47285,35675859,Affordable Luxury & Comfort in Manhattan. For 5.,71276635,Joe,Manhattan,Washington Heights,40.841429999999995,-73.94569,Entire home/apt,235,1,0,,,5,338
47288,35676573,Beautiful 3 bedroom apartment in East Williamsburg,268377412,Nancis,Brooklyn,Williamsburg,40.705220000000004,-73.94243,Entire home/apt,226,2,0,,,1,328
47289,35676738,Comfortable Private Room,264362310,Lens,Brooklyn,Sheepshead Bay,40.607240000000004,-73.95219,Private room,25,1,0,,,1,178
47291,35677349,No Sleep Till Brooklyn!,222069293,Mariela,Brooklyn,Williamsburg,40.715559999999996,-73.94245,Entire home/apt,275,3,0,,,1,362
47292,35678147,Artist Bedroom in BUSHWICK NEXT to L and M Train,4077292,Unue,Brooklyn,Bushwick,40.696979999999996,-73.90774,Private room,65,3,0,,,2,364
47293,35678273,Fordham University Bronx Get Away #4,35783912,Pi & Leo,Bronx,Fordham,40.86269,-73.89073,Private room,39,3,0,,,8,170
47300,35680174,Gorgeous 2 Bedroom apartment in Bushwick...,268405137,Maria,Brooklyn,Bushwick,40.692840000000004,-73.91248,Entire home/apt,140,2,4,2019-07-03,4.0,1,359
47303,35681056,"Elegant Times Square Apartment, with City Views!!!",268392801,Marisa,Manhattan,Hell's Kitchen,40.75597,-73.99457,Entire home/apt,251,3,3,2019-07-04,3.0,1,258
47306,35681619,Modern Bright 3bd/2ba (10 mins to NYC) w Roof Deck,69356879,Lacy,Brooklyn,Williamsburg,40.71668,-73.94252,Entire home/apt,295,2,0,,,1,300
47308,35682178,Comfy King-size Bedroom in NYC,268135013,Noel,Brooklyn,Bushwick,40.6944,-73.92531,Private room,69,1,1,2019-07-01,1.0,6,170
47311,35682665,Big sunny room for women only,267912902,Shira,Brooklyn,Borough Park,40.624340000000004,-73.98821,Private room,80,3,1,2019-06-25,1.0,2,179
47312,35682980,ENTIRE Home! 5BR/2BA + Private Garden Williamsburg,10353677,Dan,Brooklyn,Williamsburg,40.71283,-73.94278,Entire home/apt,395,2,0,,,1,351
47313,35683012,3 BEDROOMS IN BROOKLYN,219459418,Right,Brooklyn,Williamsburg,40.70905,-73.95484,Entire home/apt,450,2,0,,,1,345
47314,35683489,Brand new 2 BEDROOMS BROOKLYN,218666938,Casey,Brooklyn,Williamsburg,40.71011,-73.95782,Entire home/apt,500,3,0,,,1,362
47315,35683518,Sun-drenched Loft,3590361,L,Brooklyn,Boerum Hill,40.68612,-73.99024,Private room,99,1,1,2019-07-02,1.0,1,264
47318,35684457,Brand new one bedroom UpperEastSide,268438637,Kenneth,Manhattan,Upper East Side,40.76938,-73.95143,Entire home/apt,249,1,1,2019-07-06,1.0,1,359
47319,35684596,Homey & Cozy room in queens!,83132880,Alyandry,Queens,Maspeth,40.73888,-73.89486,Private room,49,1,0,,,4,321
47320,35685857,NEW! CHARMING 2 BEDROOM APARTMENT IN MANHATTAN,78424147,Catherine,Manhattan,Washington Heights,40.84344,-73.93966999999999,Entire home/apt,210,5,2,2019-07-01,2.0,1,354
47321,35686069,Perfect Two Bed Railroad Style Apartment,254422852,Ben,Manhattan,East Harlem,40.79522,-73.93918000000001,Entire home/apt,225,4,2,2019-06-29,2.0,1,289
47322,35686533,The Outback Private's Escape,175730239,Baboucarr,Queens,Sunnyside,40.739020000000004,-73.92685999999999,Private room,59,3,2,2019-06-24,2.0,12,353
47324,35686594,Brownstone apt 2 bedrooms rent the entire apt,96608840,Jerry,Brooklyn,Bushwick,40.68434,-73.9064,Entire home/apt,90,3,1,2019-07-02,1.0,1,329
47328,35687862,Beautiful 3 bedroom apartment in East Williamsburg,268465931,Sumergida,Brooklyn,Williamsburg,40.7043,-73.94285,Entire home/apt,200,2,1,2019-07-01,1.0,1,338
47331,35691113,Brand NEW 2br/2bath in Lower Manhattan,268491219,Stas,Manhattan,Two Bridges,40.71143,-73.99557,Entire home/apt,285,2,0,,,1,338
47332,35691215,Spacious ROOM in Luxury Condo with Gym & BBQ,5028297,Charles,Brooklyn,Fort Greene,40.69416,-73.9809,Private room,159,2,1,2019-07-01,1.0,1,327
47333,35692073,Prime location! 5BR with 3BA Townhouse + Patio!,268207118,Rosaline,Manhattan,Midtown,40.75959,-73.96473,Entire home/apt,279,3,2,2019-06-22,2.0,1,244
47338,35700700,Private clean  studio for adults *,96659533,Angelica,Brooklyn,Bushwick,40.69429,-73.91385,Private room,70,2,2,2019-07-07,2.0,2,331
47339,35702066,Private Bedroom in cozy apartment,13830544,Renee,Brooklyn,Bedford-Stuyvesant,40.69386,-73.93256,Private room,52,4,1,2019-06-22,1.0,3,325
47342,35703509,Luxury;Threes Company's Shared Room,175730239,Baboucarr,Queens,Sunnyside,40.740829999999995,-73.92820999999999,Shared room,30,3,0,,,12,360
47346,35704999,Comfortable 2BR Apartment in City Center ♛,238324936,Marcel,Manhattan,Hell's Kitchen,40.765,-73.98737,Entire home/apt,300,1,0,,,3,334
47347,35705257,International Shared Wiggle Room BEST for Groups,175730239,Baboucarr,Queens,Sunnyside,40.739959999999996,-73.92829,Shared room,30,3,2,2019-07-01,2.0,12,354
47350,35706068,wait until later,35741633,Chen,Queens,Long Island City,40.74869,-73.94294000000001,Entire home/apt,2000,1,0,,,1,365
47351,35706150,Shared Spaces in Candlelight;Quiescence w Relaxing,175730239,Baboucarr,Queens,Sunnyside,40.74064,-73.92871,Shared room,30,3,0,,,12,351
47352,35706482,Trendy Williamsburg Apartment,16342788,Carlos,Brooklyn,Williamsburg,40.7069,-73.94521,Private room,79,1,0,,,2,342
47356,35707097,A Shared Space in a Shared Room,175730239,Baboucarr,Queens,Sunnyside,40.74088,-73.92726,Shared room,30,3,1,2019-06-29,1.0,12,358
47358,35707474,Backyard Sleeping,175730239,Baboucarr,Queens,Sunnyside,40.7389,-73.92792,Private room,89,1,0,,,12,365
47360,35707776,Share Room;Relaxing Guaranteed;Or REFUND !!,175730239,Baboucarr,Queens,Sunnyside,40.739000000000004,-73.92796,Shared room,30,3,0,,,12,360
47361,35707820,"Beautiful Midtown Apt by Grand Central, Sleeps 5!",141059668,Tom,Manhattan,Midtown,40.75237,-73.97091999999999,Entire home/apt,150,1,0,,,1,223
47364,35708459,ROOM 1,6270968,Ryan,Brooklyn,Bedford-Stuyvesant,40.683640000000004,-73.94067,Private room,43,3,0,,,2,320
47366,35709113,Centrally Located Private 2BR Residence ♛,224731704,Andrew,Manhattan,Hell's Kitchen,40.7655,-73.98871,Entire home/apt,300,1,0,,,3,350
47367,35709161,"Beautiful Midtown Apt by Grand Central, Sleeps 4!",41833764,Lior,Manhattan,Midtown,40.751740000000005,-73.9706,Entire home/apt,145,1,1,2019-06-30,1.0,1,277
47368,35709450,"Best SOHO LOCATION, 2 BEDROOMS",253334687,Emma,Manhattan,Nolita,40.72226,-73.99351,Entire home/apt,400,3,3,2019-06-26,3.0,1,312
47369,35709682,"Shared Spaces;Safe,Great Location 15 to Times Sq",175730239,Baboucarr,Queens,Sunnyside,40.73883,-73.92698,Shared room,30,3,2,2019-06-24,2.0,12,327
47370,35709724,Private Studio steps from Herald Square ☆,218335154,Nelson,Manhattan,Midtown,40.743390000000005,-73.98205,Entire home/apt,250,1,0,,,2,360
47371,35709825,Studio w Laundry Minutes from Major Attractions ☆,218335154,Nelson,Manhattan,Midtown,40.74335,-73.98286999999999,Entire home/apt,250,1,3,2019-07-01,3.0,2,360
47373,35709875,BRAND NEW! Brooklyn 2 bedrooms,229725669,Sofia,Brooklyn,Williamsburg,40.7113,-73.9576,Entire home/apt,400,3,0,,,1,359
47375,35710204,The N residence,136408243,David,Brooklyn,Midwood,40.61354,-73.96316,Private room,140,1,0,,,1,364
47377,35710684,"Large Midtown Apartment by Grand Central, Sleeps 4",143959643,Gispan,Manhattan,Midtown,40.75284,-73.97088000000001,Entire home/apt,145,1,0,,,1,310
47379,35710939,Midtown 2 BR Private Apt for Urban Dwellers  ✧,112799848,Arthur,Manhattan,Hell's Kitchen,40.76433,-73.993,Entire home/apt,300,1,0,,,3,342
47380,35710965,Charming Authentic NYC Home 12 min to Manhattan,10061222,Rob,Queens,Astoria,40.75909,-73.92227,Private room,95,1,0,,,1,355
47384,35711784,Private 1BR Apt 3min from Times Square,268352337,Logan,Manhattan,Hell's Kitchen,40.76494,-73.98874,Entire home/apt,250,1,0,,,2,360
47385,35711828,Cosy Bedroom in CITY CENTER,268276813,Andy,Manhattan,Hell's Kitchen,40.76565,-73.99391999999999,Private room,150,1,0,,,3,365
47387,35712515,PAULINE'S PLACE 1 BR APT 5 Min from JFK,259207391,Pauline,Queens,Jamaica,40.676320000000004,-73.79856,Private room,70,1,3,2019-07-01,3.0,3,174
47388,35712642,PRIVATE BR 5min to TIMES SQ,268276813,Andy,Manhattan,Hell's Kitchen,40.7639,-73.99542,Private room,150,1,0,,,3,362
47390,35713130,Private 2BR apartment in Historic Hell’s Kitchen,268276813,Andy,Manhattan,Hell's Kitchen,40.7645,-73.99434000000001,Entire home/apt,300,1,0,,,3,362
47394,35713310,Premier Two Queens close to Central Park,261761196,Park Central,Manhattan,Midtown,40.76542,-73.98192,Private room,300,1,0,,,8,321
47395,35713334,Two Doubles in Historical Central Park Hotel,261761196,Park Central,Manhattan,Midtown,40.765229999999995,-73.98049,Private room,250,1,0,,,8,306
47396,35713354,Carnegie Hall Two Queens with Corner View,261761196,Park Central,Manhattan,Midtown,40.76546,-73.9806,Private room,300,1,0,,,8,317
47398,35714753,The Jamaica Experience,46662635,DuVall,Queens,Jamaica,40.70477,-73.80335,Entire home/apt,44,1,3,2019-07-03,3.0,1,330
47399,35715071,Shared Spaces;15 m to Times SQ;Safest Area in NY,175730239,Baboucarr,Queens,Sunnyside,40.738640000000004,-73.92728000000001,Shared room,30,3,2,2019-07-01,2.0,12,361
47400,35715171,Host yr PARTY in style -Manhattan ROOF TOP for 25,71276635,Joe,Manhattan,Washington Heights,40.83571,-73.94179,Entire home/apt,750,1,1,2019-07-07,1.0,5,364
47404,35716084,Private rooms And Matchless Location,233050530,Suleyman,Queens,Woodside,40.74568,-73.90844,Private room,49,2,0,,,1,177
47406,35716452,big studio loft with private rooftop,17601262,Enrico,Brooklyn,East Flatbush,40.6509,-73.95108,Entire home/apt,200,3,0,,,2,324
47408,35717406,"ﾏﾝﾊｯﾀﾝ､駅から徒歩4分でどこに行くのにも便利な場所!女性の方希望,ｷﾚｲなお部屋｡",63513465,Mika,Manhattan,East Harlem,40.803470000000004,-73.93522,Private room,70,1,0,,,1,314
47409,35717409,Share Room;Cozy;Silent and Safe 15 m to Times Sq,175730239,Baboucarr,Queens,Sunnyside,40.739129999999996,-73.92692,Shared room,30,3,0,,,12,359
47413,35717735,AMAZING ONE BED IN MEATPACKING/CHELSEA MARKET!!,268271871,Miguel,Manhattan,Chelsea,40.74499,-74.00704,Entire home/apt,399,3,1,2019-06-23,1.0,1,179
47414,35717846,Share;Almost Heart of Manhattan;Safe and Silent !!,175730239,Baboucarr,Queens,Sunnyside,40.73997,-73.92655,Shared room,30,3,1,2019-06-20,1.0,12,345
47415,35718061,"Share Spaces;Almost Manhattan #1 Safety,Silent !!",175730239,Baboucarr,Queens,Sunnyside,40.74033,-73.92645999999999,Shared room,30,3,2,2019-06-19,2.0,12,350
47416,35718147,New room! Cute & clean. Close to train. Wood floor,128843123,Ashley,Brooklyn,East New York,40.667840000000005,-73.88575,Private room,45,1,0,,,2,365
47418,35718516,Luxury High Rise Condominium 2 Bedroom,267483864,Henry,Manhattan,Murray Hill,40.74457,-73.97493,Entire home/apt,449,1,1,2019-07-04,1.0,1,216
47420,35719112,King bed. New room! Wood floors. Train is close,128843123,Ashley,Brooklyn,East New York,40.66588,-73.891,Private room,48,1,1,2019-06-24,1.0,2,334
47421,35719162,2 Bedroom Apartment in SoHo,1221359,Aleksei,Manhattan,Lower East Side,40.72076,-73.98843000000001,Entire home/apt,400,5,0,,,1,173
47423,35720329,Amazing Location in Williamsburg with 4 Bedrooms,222287033,Francis,Brooklyn,Williamsburg,40.71151,-73.96515,Entire home/apt,350,3,2,2019-06-20,2.0,5,347
47424,35721596,Homey and modern 1BR,21942647,Langston,Queens,Long Island City,40.75777,-73.93509,Private room,125,1,0,,,1,358
47425,35726476,Queen Sized Bedroom with Frontal Ocean View,26935419,Nikki,Brooklyn,Brighton Beach,40.5771,-73.96499,Private room,120,1,0,,,1,252
47427,35727309,Prime Midtown West! Spacious & Renovated 3BR!,268294305,Karissa,Manhattan,Hell's Kitchen,40.75499,-73.99436999999999,Entire home/apt,299,3,0,,,1,237
47432,35732634,Rose's Brooklyn Oasis 2 - Close to Subway!,268757078,Vinette,Brooklyn,East Flatbush,40.64457,-73.94915,Private room,35,1,3,2019-07-07,3.0,2,171
47434,35733228,Relax comfortably 1BR w/AC in the Heart of Queens1,268784513,Amit,Queens,East Elmhurst,40.75938,-73.88219000000001,Private room,70,1,8,2019-07-07,8.0,3,342
47436,35734937,Deluxe bedroom w/ 2 beds - 3 Stops to Times Square,268796947,Derreck,Queens,Long Island City,40.75267,-73.93111,Private room,59,1,0,,,5,351
47437,35735657,A Stylist's entire apt (2BDs) in heart of NYC!!,28580275,Sommy,Manhattan,Midtown,40.75823,-73.96509,Entire home/apt,290,1,0,,,4,286
47438,35735822,"Great Room! Great Price! 
Can wait to see you !",268198789,Davica,Brooklyn,Cypress Hills,40.67804,-73.86761,Private room,48,2,1,2019-07-02,1.0,2,348
47445,35738942,Spacious apartment with amazing natural light,3741794,Jason,Queens,Sunnyside,40.74709,-73.9138,Entire home/apt,150,5,0,,,1,359
47446,35738953,Bedroom in Downtown Brooklyn Near Manhattan,268832581,Gregory,Brooklyn,Downtown Brooklyn,40.69733,-73.98427,Private room,90,1,0,,,1,189
47447,35739486,Cozy Home in the suburbs,140665873,Rehat,Queens,Jamaica Estates,40.71797,-73.78478,Private room,50,1,3,2019-06-30,3.0,1,179
47449,35740337,"CENTRAL PARK APARTMENT 
BEST LOCATION IN NYC",4955986,Michael,Manhattan,Midtown,40.76364,-73.97589,Entire home/apt,249,2,0,,,1,253
47450,35740429,Affordable 3 beds / 2 baths Grand central gem,268838097,Larisa,Manhattan,Murray Hill,40.74889,-73.9747,Entire home/apt,399,5,0,,,1,208
47451,35740468,Studio at Hilton Club Residence - Manhattan's Best,6524762,Armstrong,Manhattan,Midtown,40.76303,-73.97896,Entire home/apt,380,1,0,,,3,364
47452,35740661,Brickwall 3BR 5bed 10pl - Prime location Times Sq.,268847927,Dae,Manhattan,Hell's Kitchen,40.762,-73.99158,Entire home/apt,399,3,0,,,1,218
