,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17469,13753375,2 Bedroom apartment in Prime Williamsburg!,1434340,Yana,Brooklyn,Williamsburg,40.709379999999996,-73.95435,Entire home/apt,150,1,174,2019-06-27,4.84,1,236
17475,13760302,Private Micro Room 3,59529529,Han,Manhattan,Hell's Kitchen,40.76277,-73.99424,Private room,70,1,220,2019-06-30,6.0,6,180
17651,13879965,Private Micro Room 2,59529529,Han,Manhattan,Hell's Kitchen,40.762890000000006,-73.99419,Private room,70,1,218,2019-07-02,5.98,6,184
17672,13883393,One Bedroom Apartment- Only 15 min to Time Square!,82179512,Mingmar,Queens,Woodside,40.743990000000004,-73.89817,Entire home/apt,87,1,162,2019-06-23,4.45,1,332
17728,13914735,Beautiful bedroom / in Beach home,82562435,Josephine,Queens,Arverne,40.59005,-73.79449,Private room,37,1,114,2019-06-04,3.18,2,305
17752,13927957,Charming Manhattan-Midtown Studio,82740724,Roman,Manhattan,Midtown,40.752590000000005,-73.97061,Entire home/apt,129,1,159,2019-06-12,4.39,1,193
17784,13952319,Cosy Studio with a backyard in Forest Hills,7212175,Swati,Queens,Forest Hills,40.72143,-73.85521999999999,Entire home/apt,99,1,143,2019-06-28,3.96,1,282
17808,13961073,Queen of Elevated Castle,10231747,Jason,Manhattan,Hell's Kitchen,40.764920000000004,-73.99128,Private room,150,1,119,2019-05-22,3.29,2,316
17987,14092236,Big bright room in 3 bedroom duplex,84779589,Maba,Brooklyn,Crown Heights,40.67112,-73.93368000000001,Private room,65,1,149,2019-06-25,4.17,3,185
18007,14105220,Sunlight Suite,48910353,Olivia & Fadia,Manhattan,West Village,40.735640000000004,-74.00303000000001,Entire home/apt,300,1,158,2019-07-02,4.39,1,172
18062,14141622,Private cozy  suite,85375269,Gladys,Queens,Woodhaven,40.689040000000006,-73.85051999999999,Entire home/apt,71,1,155,2019-07-01,4.34,1,173
18083,14161086,nice room in bedstuy G,6885157,Randy,Brooklyn,Bedford-Stuyvesant,40.68403,-73.94979000000001,Private room,45,1,87,2019-07-02,2.5,15,305
18184,14237346,Cozy room at Brooklyn&Breakfast,344035,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.67824,-73.96966,Private room,55,1,102,2019-06-27,2.98,13,281
18191,14240343,Artists townhouse next to Central Park! WOW!,38315339,Viktoria,Manhattan,Upper East Side,40.76282,-73.96734000000001,Entire home/apt,195,1,109,2019-07-02,3.21,1,190
18225,14281526,Queens Village Vacation Getaway,86209218,Sophia,Queens,Queens Village,40.71168,-73.74037,Entire home/apt,65,1,152,2019-07-05,4.67,1,335
18308,14359772,(1)Comfy Home Away From Home/Multiple rooms!!,88043058,Pamela,Brooklyn,Bedford-Stuyvesant,40.687870000000004,-73.95331999999999,Private room,83,1,110,2019-07-06,3.46,4,307
18326,14373756,ENTIRE FLOR :) PRIVATE entrance&full bathroom! :DD,3441272,Jasmin,Brooklyn,Bushwick,40.69903,-73.93021,Private room,85,1,188,2019-06-20,5.3,5,270
18339,14386712,★1000 ft²  designer loft in SOHO - Little Italy★,88329273,Zev,Manhattan,Little Italy,40.71725,-73.99811,Entire home/apt,250,1,180,2019-06-18,5.07,1,229
18396,14464699,ENTIRE FLOR :) PRIVATE entrance&full bathroom! :D,3441272,Jasmin,Brooklyn,Bushwick,40.69972,-73.93191999999999,Private room,110,1,208,2019-06-24,5.89,5,293
18408,14472272,Cozy One bedroom apartment,8792814,Caroline,Brooklyn,Bedford-Stuyvesant,40.69486,-73.94525,Entire home/apt,115,1,129,2019-06-16,3.78,10,255
18554,14633924,Designer Basement Apt by the Park 新精緻近公園舒適含窗半地下公寓,39648442,A,Queens,Flushing,40.75005,-73.81145,Entire home/apt,109,1,176,2019-06-22,5.07,2,316
18592,14693952,Private Small Room 4,59529529,Han,Manhattan,Hell's Kitchen,40.7619,-73.995,Private room,75,1,205,2019-07-07,5.89,6,179
18604,14707466,Lovely Bijou!! 5MIN.to MANHATTAN,1705071,Nika,Queens,Long Island City,40.74493,-73.94679000000001,Private room,75,1,86,2019-06-19,2.63,2,337
18672,14777684,Immaculate Private Apt Under $10 Uber to JFK*,72838963,Deborah,Queens,Jamaica,40.68358,-73.7967,Entire home/apt,66,1,94,2019-07-04,2.71,2,180
18728,14826817,Sid's Victorian Oasis,92720308,Sidney,Brooklyn,Flatbush,40.640879999999996,-73.96306,Private room,120,1,87,2019-06-12,2.53,3,313
18736,14834733,"Stoner Abode in Bushwick
ADULTS ONLY!",92002479,Dee,Brooklyn,Bushwick,40.69018,-73.92166,Private room,72,1,96,2019-06-23,3.13,2,365
18745,14839830,Modern Spacious Private One bedroom Free Parking.,48630747,Harvey,Queens,Flushing,40.72363,-73.80285,Entire home/apt,100,1,197,2019-06-24,5.81,1,342
18792,14882309,Sid's Victorian Peaceful Haven,92720308,Sidney,Brooklyn,Flatbush,40.64028,-73.96095,Private room,100,1,134,2019-06-19,3.95,3,307
18822,14918404,Sid's Victorian Quiet Hideaway,92720308,Sidney,Brooklyn,Flatbush,40.64018,-73.96152,Private room,80,1,97,2019-06-17,2.9,3,286
18879,14987023,Cozy 3rd floor room at Brooklyn&Breakfast,344035,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.67758,-73.97123,Private room,40,1,168,2019-07-06,4.91,13,309
18892,15001872,Cozy Convenience in Bushwick,91997718,Donna,Brooklyn,Bushwick,40.69078,-73.92166999999999,Private room,70,1,109,2019-06-30,3.19,1,364
18934,15041647,Private Bedroom in NYC w/ SUPERHOST.,69117812,Nixie & Hai,Queens,Corona,40.73702,-73.857,Private room,60,1,105,2019-07-03,3.07,1,347
18939,15043534,Private room in Sunnyside 2 46th St,84607966,Nurcan,Queens,Sunnyside,40.73912,-73.92075,Private room,55,1,168,2019-07-01,4.93,3,322
18940,15043788,Private Room in Sunnyside 3,84607966,Nurcan,Queens,Sunnyside,40.73908,-73.9203,Private room,45,1,134,2019-07-01,3.93,3,308
18941,15043817,Private room in Sunnyside 1,84607966,Nurcan,Queens,Sunnyside,40.7385,-73.91993000000001,Private room,50,1,143,2019-05-29,4.25,3,323
18999,15087800,Private Bedroom in Queen -JFK 8mins,74331597,Nickesha,Queens,St. Albans,40.68461,-73.76899,Private room,65,1,98,2019-06-23,2.87,5,180
19063,15142409,Union Square - Interior designer - Private 1 bdr,96024343,Julie,Manhattan,Gramercy,40.73405,-73.98862,Entire home/apt,299,1,103,2019-06-30,3.11,1,335
19241,15324045,TOWNHOUSE  (Backyard/Rooftop + Photoshoots/Events),9049657,Benjamin,Brooklyn,Bushwick,40.69003,-73.90890999999999,Entire home/apt,390,1,131,2019-07-07,4.11,1,321
19249,15328271,"Huge Apt 5 miles to Manhattan, Parking available",77665938,Mag,Queens,Maspeth,40.726929999999996,-73.90319000000001,Entire home/apt,105,1,92,2019-06-25,2.75,1,316
19267,15344749,Comfy Apt in Chinatown/Lower East Side,30702769,Raymond,Manhattan,Chinatown,40.71305,-73.99443000000001,Private room,100,1,154,2019-07-05,4.6,1,233
19277,15356673,WILLIAMSBURG AUTHENTIC ARTIST LOFT,1407676,Jessica,Brooklyn,Williamsburg,40.71727,-73.95753,Private room,110,1,102,2019-06-17,3.13,4,267
19299,15379480,In ❤️ of West Village- Entire Apt,16810685,Jennifer,Manhattan,Greenwich Village,40.72868,-73.99901,Entire home/apt,183,1,173,2019-07-07,5.21,1,271
19337,15425744,"Charming ,cozy private bedroom",96892684,Yahaira,Manhattan,Washington Heights,40.83923,-73.94556999999999,Private room,65,1,113,2019-06-30,3.63,1,266
19409,15492502,Nice Studio in Williamsburg,31627488,Anela,Brooklyn,Williamsburg,40.719229999999996,-73.94258,Entire home/apt,70,1,86,2019-07-01,2.59,1,192
19544,15628789,Newly Renovate 2 Bedroom Apartment in Central Area,100757200,(Mary) Haiy,Brooklyn,Bay Ridge,40.634609999999995,-74.02450999999999,Entire home/apt,126,1,188,2019-06-24,5.81,1,295
19554,15635167,Co-op Apartment in The Lombardy Hotel- 250 sq. ft.,100829279,Ian,Manhattan,Midtown,40.76195,-73.97148,Entire home/apt,210,1,202,2019-06-15,6.4,3,211
19597,15681476,Luxury meets comfort in the heart of Williamsburg!,1314045,Tim,Brooklyn,Williamsburg,40.713609999999996,-73.94804,Private room,109,1,228,2019-06-28,6.97,3,326
19598,15685669,Private room in Williamsburg. Very close to train!,1314045,Tim,Brooklyn,Williamsburg,40.71326,-73.94946999999999,Private room,99,1,220,2019-06-30,6.71,3,352
19628,15717865,Beautiful private room in Queens NY,74782658,Gerardo,Queens,Glendale,40.70075,-73.88743000000001,Private room,40,1,117,2019-07-01,3.63,1,300
19639,15725732,"2 Bedrooms apt,Modern New Renovated",101604346,Frank W,Brooklyn,Bay Ridge,40.63447,-74.02455,Entire home/apt,116,1,213,2019-07-01,6.55,1,314
19671,15756248,Glamorous upper west side Private room,12210788,Moustafa,Manhattan,Upper West Side,40.795159999999996,-73.96813,Private room,119,1,117,2019-06-09,3.61,1,365
19712,15785088,"Spacious 2 BR Clinton Hill Apartment-Brooklyn, NY",102103075,Edna + Isaiah,Brooklyn,Crown Heights,40.67923,-73.96285999999999,Entire home/apt,139,1,216,2019-06-30,6.64,1,257
19795,15853165,Private and Cozy Bedroom in Williamsburg,89759874,Pauline,Brooklyn,Williamsburg,40.70688,-73.96745,Private room,72,1,154,2019-07-06,4.79,1,215
19807,15858847,"Classic Brownstone, a Private Studio Apartment",8715723,Jacob,Manhattan,Harlem,40.807829999999996,-73.95419,Private room,164,1,141,2019-06-10,4.74,5,209
19808,15858922,"Brownstone Sanctuary, a Private Studio Apartment",8715723,Jacob,Manhattan,Harlem,40.80986,-73.95349,Private room,164,1,143,2019-06-21,4.82,5,221
19811,15860051,Cozy private room with King sizebed,99937669,Kary,Manhattan,East Village,40.72524,-73.97776999999999,Private room,70,1,209,2019-07-06,6.45,1,203
19844,15890547,Nice bedroom in lovely Greenpoint,19818873,Aline,Brooklyn,Greenpoint,40.72311,-73.9411,Private room,89,1,86,2019-05-10,2.7,1,173
19946,15982208,"Huge Yellow Room- AC, 20 Min to Manhattan",103841276,Cristina And Sasha,Brooklyn,Bushwick,40.69891,-73.93072,Private room,45,1,158,2019-06-25,4.93,2,201
20008,16015053,Nice Space in Williamsburg - Near Bedford L,8872284,Nick,Brooklyn,Williamsburg,40.71304,-73.96381,Entire home/apt,149,1,120,2019-06-16,3.75,1,329
20113,16107664,Cozy loft in Chelsea,40744019,Alex,Manhattan,Chelsea,40.74694,-73.99728,Entire home/apt,181,1,158,2019-06-23,5.08,1,173
20223,16175456,Large luxury private room in Williamsburg!,1314045,Tim,Brooklyn,Williamsburg,40.713409999999996,-73.94824,Private room,99,1,230,2019-07-05,7.28,3,353
20315,16233577,Peaches Paradise.,101499766,Claudette,Queens,Springfield Gardens,40.68203,-73.75437,Private room,60,1,305,2019-07-07,9.83,2,341
20380,16270389,2BR- Private Kitchen + Bathroom-20min to Manhattan,69427329,Michelle & Eddie,Queens,Elmhurst,40.73812,-73.87546999999999,Entire home/apt,150,1,150,2019-06-23,4.82,6,255
20381,16271051,"Entire Unit 2BR+bathroom, 20min to Manhattan",69427329,Michelle & Eddie,Queens,Elmhurst,40.7369,-73.87613,Entire home/apt,120,1,134,2019-06-23,4.36,6,249
20403,16276632,Cozy Room Family Home LGA Airport NO CLEANING FEE,26432133,Danielle,Queens,East Elmhurst,40.76335,-73.87007,Private room,48,1,510,2019-07-06,16.22,5,341
20499,16324411,Private large room near LGA airport with queen bed,58391491,Juel,Queens,East Elmhurst,40.76509,-73.8717,Private room,45,1,255,2019-06-23,8.17,5,175
20580,16361717,Apartment in the heart of Williamsburg Brooklyn!,90829719,Mat,Brooklyn,Williamsburg,40.713809999999995,-73.95040999999999,Entire home/apt,125,1,112,2019-06-23,3.65,1,221
20628,16382035,"✨Bright, spacious apartment in the West Village❤️",1000278,Michael,Manhattan,West Village,40.73415,-74.00721,Entire home/apt,190,1,86,2019-06-22,2.76,1,236
20643,16393395,Interfaith Retreats (Devotion),16677326,Alex And Zeena,Manhattan,Chelsea,40.74929,-73.99545,Private room,85,1,113,2019-06-23,3.63,12,360
20658,16396241,Williamsburg 2BR. Close to L train,107412747,Jazz,Brooklyn,Williamsburg,40.71058,-73.95294,Entire home/apt,280,1,133,2019-06-29,4.34,1,359
20754,16442660,Private Room in East Harlem,107830392,Nuries,Manhattan,East Harlem,40.79528,-73.9478,Private room,75,1,91,2018-05-28,2.95,1,188
20840,16506579,Interfaith Retreats (Kirtan),16677326,Alex And Zeena,Manhattan,Chelsea,40.74788,-73.99615,Private room,85,1,108,2019-06-15,3.53,12,356
20988,16619241,"Cozy Studio Apartment in Queens, NY",25355233,Roseann,Queens,Springfield Gardens,40.68132,-73.75403,Private room,89,1,220,2019-06-28,7.23,1,319
21003,16634534,3A. Private Rm in Guesthouse Manhattan,7831209,Bobi,Manhattan,East Harlem,40.80715,-73.93834,Private room,50,1,98,2019-04-15,3.25,10,350
21009,16644599,Beige Room in Rego Park,48866061,Iso,Queens,Rego Park,40.72755,-73.86199,Private room,35,1,131,2019-06-06,4.33,1,294
21020,16657247,1A. Private Rm in guesthouse Manhattan,7831209,Bobi,Manhattan,East Harlem,40.80545,-73.93838000000001,Private room,64,1,103,2019-07-02,3.4,10,364
21106,16739891,Private Studio Apartment in a Historic Brownstone,8715723,Jacob,Manhattan,Harlem,40.80842,-73.95568,Private room,158,1,132,2019-06-14,4.37,5,238
21178,16807749,Beautiful little bedroom + private living room,30529,Marianne,Brooklyn,Prospect Heights,40.67308,-73.96294,Private room,85,1,171,2019-06-23,5.85,2,215
21268,16912472,Private East Village Bedroom &Roof Deck(manhattan),51850937,Joe,Manhattan,East Village,40.72951,-73.98239000000001,Private room,90,1,200,2019-06-22,6.79,3,272
21358,17014809,Victorian Sanctuary in a Historic Brownstone,8715723,Jacob,Manhattan,Harlem,40.80769,-73.95505,Private room,118,1,95,2019-06-17,3.93,5,224
21366,17027226,"Modern,Elegant,Private,with parking spot,safe area",114219274,Safa,Brooklyn,Fort Hamilton,40.62203,-74.0303,Entire home/apt,87,1,116,2019-06-27,3.99,1,242
21396,17076571,Middle of center of New York City!,15625009,Anders,Manhattan,Upper West Side,40.78461,-73.97627,Entire home/apt,165,1,152,2019-07-06,5.32,1,228
21399,17078612,COZI AND GLAM IN MANHATTAN,114477998,Marilyn,Manhattan,East Harlem,40.791540000000005,-73.94233,Private room,65,1,186,2019-06-28,6.38,4,199
21400,17079313,YOUR DREAM SUITE IN MANHATTAN,114477998,Marilyn,Manhattan,East Harlem,40.78966,-73.94232,Private room,103,1,149,2019-06-22,5.06,4,215
21423,17108224,Stunning Brand New 2bed/2bath House Best Loacation,49701132,Bonnie,Manhattan,Chelsea,40.74187,-74.00622,Entire home/apt,600,1,86,2019-06-07,3.04,1,261
21439,17122333,Luxury 2Bed/2Bth Private Loft Best NYC Location,48891349,Riley,Manhattan,West Village,40.74049,-74.00527,Entire home/apt,600,1,106,2019-06-21,3.75,1,286
21464,17147561,Best Location + Private Roof Deck,51850937,Joe,Manhattan,East Village,40.73109,-73.98234000000001,Private room,85,1,209,2019-06-17,7.18,3,252
21511,17214699,Charming Apt Mins Away from City,114621718,Hope,Brooklyn,Gowanus,40.67706,-73.98406,Entire home/apt,146,1,106,2019-06-29,3.78,2,341
21517,17222454,Sun Room Family Home LGA Airport NO CLEANING FEE,26432133,Danielle,Queens,East Elmhurst,40.76367,-73.87088,Private room,48,1,417,2019-07-07,14.36,5,338
21559,17266124,"Shay's Place #1
( 1 Bdrm. Apt )
5 mins From JFK",116404073,Sheila,Queens,Springfield Gardens,40.66812,-73.76303,Entire home/apt,95,1,240,2019-07-07,9.66,2,253
21618,17332200,Renovated Cozy room  for 2 or solo traveler,10475653,Izabel,Brooklyn,Kensington,40.647690000000004,-73.97435,Private room,40,1,122,2019-06-27,4.21,3,222
21644,17368006,Cabins at Chelsea (NYC),117365574,Maria,Manhattan,Chelsea,40.74819,-73.9954,Private room,82,1,147,2019-06-23,5.08,5,292
21730,17465159,Private Room 1 in East Village (Small Window),12302104,Anna,Manhattan,East Village,40.723859999999995,-73.98105,Private room,72,1,134,2019-06-07,4.69,2,251
21838,17545558,Private Room 2 in East Village (Large Window),12302104,Anna,Manhattan,East Village,40.72208,-73.98109000000001,Private room,73,1,116,2019-06-02,4.07,2,238
21855,17557873,Renovated Comfortable Room for 2 or solo traveler,10475653,Izabel,Brooklyn,Windsor Terrace,40.64958,-73.97482,Private room,45,1,108,2019-07-02,3.8,3,243
21876,17584136,"2fireplcs,Garden,BBQ,wshr/dryer,JacuzTub,BIG Kitch",117263759,Jill & Kerry,Manhattan,Chelsea,40.75046,-73.99854,Entire home/apt,190,1,132,2019-07-04,5.17,1,252
21902,17609502,"5 minutes from JFK,one single cozy bedroom for one",119592255,Kevin,Queens,Jamaica,40.68073,-73.78354,Private room,45,1,336,2019-07-05,11.91,2,345
21907,17610107,Lovely 2-bedroom 1bath in Chinatown & Little Italy,119706589,Carmen,Manhattan,Chinatown,40.71463,-73.99658000000001,Entire home/apt,178,1,146,2019-06-24,5.28,1,212
21908,17611001,Gorgeous bedroom 8mins-JFK&the mall,55125246,Yvonne,Queens,Jamaica,40.687870000000004,-73.78843,Private room,80,1,129,2019-06-23,5.19,3,180
21952,17665943,"Room in Queens, NY, near LGA.",119987770,Sonia,Queens,East Elmhurst,40.76245,-73.87938,Private room,55,1,239,2019-06-29,8.58,2,361
21979,17682843,"Astoria close to JFK,Laguardia airport, Manhattan",117195769,Simone,Queens,Astoria,40.76505,-73.90918,Private room,80,1,161,2019-07-02,5.74,3,365
21990,17686461,A1Long Island City Big Room Great Location,79105834,Leo,Queens,Long Island City,40.753859999999996,-73.93324,Private room,58,1,104,2019-06-11,3.74,9,300
22003,17698990,A4Long Island City Big Room Great Location,79105834,Leo,Queens,Long Island City,40.756029999999996,-73.93405,Private room,58,1,86,2019-06-23,3.09,9,301
22011,17707963,"5mins from JFK, one cozy bedroom for one",119592255,Kevin,Queens,Jamaica,40.6809,-73.78196,Private room,50,1,173,2019-07-07,6.15,2,365
22062,17751140,Room in Queens NY  near LGA,119987770,Sonia,Queens,East Elmhurst,40.76075,-73.87943,Private room,55,1,296,2019-07-01,10.6,2,322
22107,17781440,Elegant bedroom 8 mins-JFK&the mall,55125246,Yvonne,Queens,Jamaica,40.68615,-73.78747,Private room,80,1,177,2019-06-23,7.0,3,180
22121,17796480,PRIVATE ROOM near JFK & La Guardia,100812175,Luz,Queens,Jackson Heights,40.75125,-73.87644,Private room,51,1,108,2019-06-30,3.91,1,306
22299,17992512,Charming Suite in Historic Home,74282739,David,Staten Island,Stapleton,40.62919,-74.08107,Entire home/apt,70,1,177,2019-06-24,7.12,1,230
22371,18071246,A3Small Cozy Room in Long Island City,79105834,Leo,Queens,Long Island City,40.75541,-73.9335,Private room,35,1,90,2019-06-22,3.31,9,273
22377,18075511,Inspiring & Motivational ⭐️,43352661,Charles,Manhattan,Washington Heights,40.84497,-73.93934,Private room,80,1,129,2019-06-21,4.7,3,365
22400,18091187,The Heights,124593127,Miguel,Manhattan,Washington Heights,40.85564,-73.93066,Private room,40,1,93,2019-06-21,3.5,2,297
22469,18173787,Cute Tiny Room Family Home by LGA NO CLEANING FEE,26432133,Danielle,Queens,East Elmhurst,40.7638,-73.87238,Private room,48,1,436,2019-07-08,16.03,5,337
22476,18176796,3BED apartment 20 MINS TO MANHATTAN,116723158,Jamaul,Brooklyn,East Flatbush,40.653209999999994,-73.95199000000001,Entire home/apt,140,1,111,2019-07-07,4.53,1,259
22528,18221864,Lovely 1 BD on the Upper West Side,70601471,Andreas,Manhattan,Upper West Side,40.78906,-73.97731999999999,Entire home/apt,148,1,131,2019-06-24,4.9,1,277
22572,18256895,☆☆☆Perfect Couple's Getaway☆☆☆,122265852,Alexander,Manhattan,Hell's Kitchen,40.764590000000005,-73.99035,Private room,99,1,159,2019-06-30,5.88,2,178
22575,18264166,10 mins/Airports JFK/LGA/Hosp/malls bus/train# 1,126247863,Seeranie,Queens,Richmond Hill,40.69104,-73.82204,Private room,50,1,102,2019-06-23,4.02,2,354
22599,18283511,☆☆☆Authentic NYC Experience☆☆☆,122265852,Alexander,Manhattan,Hell's Kitchen,40.766,-73.98945,Private room,99,1,134,2019-06-30,4.96,2,176
22607,18287772,☆☆☆Extravagant Couple's Escape☆☆☆,126168966,Alex,Manhattan,Hell's Kitchen,40.766059999999996,-73.99077,Private room,99,1,155,2019-07-01,5.74,3,179
22613,18288828,☆☆☆Luxurious Couple's Retreat☆☆☆,126168966,Alex,Manhattan,Hell's Kitchen,40.764309999999995,-73.9891,Private room,99,1,147,2019-06-30,5.45,3,174
22684,18358621,"LUXURY Times Sq 2bed, with King,Queen & Full",3169815,Joe,Manhattan,Hell's Kitchen,40.764379999999996,-73.9886,Entire home/apt,350,1,96,2019-07-06,3.63,1,253
22702,18373404,Little Haven in Brooklyn Redeux,14588919,Allison,Brooklyn,Bedford-Stuyvesant,40.680170000000004,-73.95182,Entire home/apt,150,1,131,2019-06-22,4.96,1,185
22736,18399865,Best East Village location St Marks 2 bedroom apt.,2552603,Derek,Manhattan,East Village,40.72681,-73.98401,Entire home/apt,190,1,105,2019-06-13,3.97,1,306
22880,18535402,Cozy room in Bayside Queens,21250331,Clara,Queens,Bayside,40.75444,-73.76938,Private room,38,1,86,2019-06-20,4.19,3,346
22937,18583467,Great place for one or two.,22059655,Mercedes,Manhattan,Washington Heights,40.83847,-73.94211,Private room,80,1,93,2019-07-07,3.59,1,311
22963,18599296,Comfy Entire Studio Apartment Near Central Park,1692538,Nuttamon,Manhattan,Upper East Side,40.772940000000006,-73.95351,Entire home/apt,168,1,126,2019-04-02,4.78,5,287
22966,18601353,Spacious bedroom in Brooklyn - Great for couples!,101258676,Uri,Brooklyn,Kensington,40.63255,-73.97324,Private room,48,1,116,2019-06-21,4.47,1,343
23289,18857790,Private bedroom in a quiet and safe neighborhood,55813598,Karen,Brooklyn,Gravesend,40.60788,-73.97454,Private room,40,1,95,2019-07-06,3.69,2,354
23371,18914730,IDEALLY LOCATED COZY COTTAGE,1776707,Luis,Bronx,Throgs Neck,40.83051,-73.82511,Entire home/apt,95,1,266,2019-06-28,10.34,1,345
23409,18946416,Beautiful Brooklyn Brownstone,19867664,Cheryl,Brooklyn,Crown Heights,40.671,-73.94703,Entire home/apt,200,1,105,2019-07-06,4.57,2,274
23418,18957522,Entire One Bedroom Apt-Great Location In Manhattan,37100193,Michelle,Manhattan,Midtown,40.75452,-73.96634,Entire home/apt,122,1,120,2019-06-21,5.03,1,220
23531,19051760,Bonito dormitorio 20-25 minutos Times Square.,132983866,Carmelo,Manhattan,Washington Heights,40.84733,-73.93445,Private room,75,1,100,2019-07-06,4.52,1,280
23535,19054163,Cozy Brooklyn Oasis,133004690,Linda,Brooklyn,Bedford-Stuyvesant,40.68633,-73.93972,Entire home/apt,80,1,107,2019-06-18,4.28,2,240
23717,19167933,"SUNSHINE 2BR/2 bath 15min to Times Square, LIRR",61316506,Mamun,Queens,Woodside,40.74341,-73.90041,Entire home/apt,120,1,85,2019-06-21,3.37,2,340
23817,19227365,Master bedroom in large apt minutes from Manhattan,86327101,Adeyemi,Brooklyn,Bedford-Stuyvesant,40.6829,-73.91295,Private room,55,1,119,2019-06-24,4.78,6,205
23818,19227424,"Private, cozy room near major trains",86327101,Adeyemi,Brooklyn,Bedford-Stuyvesant,40.6812,-73.91148000000001,Private room,50,1,102,2019-06-22,4.14,6,237
23944,19314589,THE SMALL CHATEAU IN THE TREES,135272642,Stefanie Elizabeth,Manhattan,East Village,40.72408,-73.98297,Entire home/apt,165,1,202,2019-06-22,8.16,1,217
23984,19343700,Modern Upper East Side Apartment near Central Park,135522817,Shaun,Manhattan,Upper East Side,40.77412,-73.95695,Entire home/apt,198,1,143,2019-06-15,5.91,1,300
24116,19430239,"luxury, neat, minute fom trains",118816229,Ali,Bronx,Williamsbridge,40.882490000000004,-73.86274,Private room,50,1,85,2019-07-04,3.43,1,328
24219,19520573,"Luxury House in Safe Area, 30 Min to Time Square",117673528,Igor,Queens,Forest Hills,40.71249,-73.85021,Private room,900,1,127,2019-07-05,5.37,1,296
24260,19542512,Bohemian Room in NYC at Great Location,137264725,Gulcin,Manhattan,Lower East Side,40.71206,-73.99055,Private room,70,1,117,2019-06-25,4.74,4,249
24285,19554598,Modern & Trendy 2-Bedroom 1 Bath Lower Manhattan,17131554,Alex,Manhattan,Little Italy,40.718090000000004,-73.99811,Entire home/apt,220,1,128,2019-06-22,5.28,1,239
24287,19555750,Travel Themed Room at Great Location,137264725,Gulcin,Manhattan,Chinatown,40.71391,-73.99162,Private room,60,1,101,2019-06-21,4.13,4,257
24333,19591709,"Entire Apartment!! Free parking,30 min to Times Sq",137720684,Meera,Queens,East Elmhurst,40.757940000000005,-73.8767,Entire home/apt,155,1,101,2019-07-03,4.12,1,308
24773,19891174,Bright Room in the great neighborhood ofPark Slope,55468128,Reina,Brooklyn,Windsor Terrace,40.6582,-73.98235,Private room,49,1,109,2019-06-29,4.99,7,258
24832,19915204,BRIGHT LUXURIOUS MASTER BEDROOM,139357580,Shuly,Queens,Ditmars Steinway,40.77295,-73.90512,Private room,59,1,100,2019-06-23,4.19,8,342
24972,20006934,2 bedroom next to Times Square & Central Park,6137321,Joseph,Manhattan,Hell's Kitchen,40.76621,-73.98516,Entire home/apt,279,1,130,2019-07-04,5.73,1,174
24980,20013255,Lavish Private bedroom by central park,115228513,Aly,Manhattan,Upper West Side,40.80263,-73.96458,Private room,99,1,90,2019-05-30,3.8,2,331
25112,20121308,Spacious room w/Private Roof Deck in Shared Apt,118883025,Apeksha,Manhattan,Upper West Side,40.78182,-73.97915,Private room,120,1,141,2019-06-30,5.94,1,231
25183,20170965,Luxe Restored Catholic Church turned Apts 1BR/.5Ba,22375303,Elle,Brooklyn,Bedford-Stuyvesant,40.68185,-73.9306,Private room,65,1,87,2019-06-23,3.75,2,254
25191,20173308,Cozy Private Rm #2C Two Beds Near JFK and J Train,62843071,Kevin And Kitty,Queens,Woodhaven,40.696059999999996,-73.85226,Private room,55,1,86,2019-07-07,3.68,4,248
25199,20175117,Charming One Bedroom Apt on the Upper East Side.,143610690,Monika,Manhattan,Upper East Side,40.77255,-73.95456999999999,Entire home/apt,125,1,131,2019-06-17,5.7,1,220
25243,20194665,"20min To Times Square, 10min LGA",139867352,Oscar,Queens,Ditmars Steinway,40.780879999999996,-73.90819,Private room,39,1,178,2019-06-22,7.57,2,327
25245,20194913,Sweet room with private bathroom.,76359133,FuKang,Queens,Fresh Meadows,40.7385,-73.79241,Private room,60,1,100,2019-06-22,4.27,3,311
25289,20224936,Super Cute Studio in Heart of Greenpoint,35894876,Kristin,Brooklyn,Greenpoint,40.72505,-73.94449,Entire home/apt,99,1,114,2019-06-20,4.97,1,255
25342,20269650,Cozy Hell's Kitchen/ Time Square Apartment- 2 BRM,144509624,Nivea And Jill,Manhattan,Hell's Kitchen,40.76551,-73.9873,Entire home/apt,300,1,139,2019-07-03,5.95,1,265
25384,20304654,"Cozy room in the middle of LES, SoHo",7225691,Jérôme,Manhattan,Lower East Side,40.72268,-73.9893,Private room,115,1,179,2019-06-30,7.76,2,326
25390,20306155,The Rosedale Palace Master room,133810925,Andrew,Queens,Rosedale,40.665240000000004,-73.73283,Private room,84,1,89,2019-06-23,4.01,3,356
25393,20306746,The Grace palace,133810925,Andrew,Queens,Rosedale,40.664,-73.733,Private room,62,1,129,2019-06-28,5.74,3,354
